courseLink,courseName,courseSubject,coursePrice,courseProvider,Purchase,Enquiry
https://www.reed.co.uk/courses/essential-skills-for-the-human-resources-assistant-course/199927#/courses/writing?pageno=170,Essential Skills for The Human Resources Assistant Course,HR_Learning &amp; development,48,London School of Business and Communication,2,0
https://www.reed.co.uk/courses/android-application-development-cookbook-second-edition/199689#/courses/writing?pageno=116,Android Application Development Cookbook - Second Edition,IT_Coding,27.58,Packt Publishing,0,0
https://www.reed.co.uk/courses/concordion-online-training/256943#/courses/writing?pageno=28,Concordion Online Training,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/successful-methods-of-content-marketing-training-course/261913#/courses/writing?pageno=141,Successful Methods of Content Marketing Training Course,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/cipd-intermediate-diploma-in-hr-management-level-5-online/189082#/courses/writing?pageno=150,CIPD Intermediate Diploma in HR Management Level 5 (Online),HR_Learning &amp; development,3006,Watson Martin,0,79
https://www.reed.co.uk/courses/get-trained-like-an-assistant-accountant-one-month-work-placement-opportunity/193181#/courses/writing?pageno=150,Get trained like an Assistant Accountant (One Month Work Placement Opportunity),Accountancy,350,SKILLS ON LIMITED,0,24
https://www.reed.co.uk/courses/sales-marketing-diploma-level-5/245650#/courses/writing?pageno=175,Sales &amp; Marketing Diploma (Level 5),Sales,69,UK Professional Development Academy LTD,1,0
https://www.reed.co.uk/courses/communication-skills-in-health-social-care-level-2--online-course--cpd-accredited/224042#/courses/writing?pageno=184,Communication Skills in Health &amp; Social Care Level 2 – Online Course – CPD Accredited,Health &amp; care_Care,10,Mandatory Compliance,14,0
https://www.reed.co.uk/courses/marketing-diploma/111616#/courses/writing?pageno=50,Marketing Diploma,Marketing,19,Elearn College,11,0
https://www.reed.co.uk/courses/bookkeeping-quickbooks-fundamentals/250608#/courses/writing?pageno=48,Bookkeeping: QuickBooks Fundamentals,Business,157,Skill Success,0,0
https://www.reed.co.uk/courses/excel-vba-introduction-1-day-leading-to-cpd-certificate-liverpool/246086#/courses/writing?pageno=124,Excel VBA Introduction (1 Day) leading to CPD Certificate - Liverpool,IT_Coding,297.6,Infero Training Ltd,0,0
https://www.reed.co.uk/courses/online-wordpress-course-comprehensive-wordpress-training/239983#/courses/writing?pageno=183,Online Wordpress Course- Comprehensive Wordpress Training,IT,10,EduCBA,0,0
https://www.reed.co.uk/courses/communication-skills-certificate/229610#/courses/writing?pageno=141,Communication Skills Certificate,Personal development_Communication,13,Janets,19,0
https://www.reed.co.uk/courses/professional-diploma-in-digital-marketing-and-seo/266176#/courses/writing?pageno=144,Professional Diploma in Digital Marketing and SEO,Marketing_Content marketing,1188,College of Contract Management,0,0
https://www.reed.co.uk/courses/learn-programming-with-python-in-100-steps/260489#/courses/writing?pageno=122,Learn Programming with Python in 100 Steps,IT_Coding_Python,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/credit-research-research-process-and-methodology/236762#/courses/writing?pageno=89,Credit Research - Research Process and Methodology,Finance,10,EduCBA,1,0
https://www.reed.co.uk/courses/cfa-level-201--ethical-professional-standards-training-course/259005#/courses/writing?pageno=100,CFA Level 2:01 – Ethical &amp; Professional Standards Training Course,Finance,149,EduCBA,0,0
https://www.reed.co.uk/courses/teacher-training/244362#/courses/writing?pageno=46,Teacher Training,Teaching_Teaching assistant,30,UK Professional Development Academy LTD,19,0
https://www.reed.co.uk/courses/accounting-level-1/230756#/courses/writing?pageno=127,Accounting - Level 1,Accountancy_Accounting,10,CPD Courses,23,0
https://www.reed.co.uk/courses/software-testing-case-writing-training-course/255961#/courses/writing?pageno=13,Software Testing Case Writing Training Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/certificate-in-employee-recognition-online-cpd-accredited-training-certification/209028#/courses/writing?pageno=109,Certificate in Employee Recognition - Online CPD Accredited Training &amp; Certification,HR_Employment law,10,LearnPac Systems,2,0
https://www.reed.co.uk/courses/perl-scripting-online-tutor-led-training-course/189295#/courses/writing?pageno=107,PERL Scripting online tutor-led training course,IT_Coding,400,Uplatz,0,0
https://www.reed.co.uk/courses/agility-js/240088#/courses/writing?pageno=128,Agility JS,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/level-5-diploma-in-education-training-rqf/201737#/courses/writing?pageno=33,Level 5 Diploma in Education &amp; Training (RQF),Teaching_Education,499.99,5 starcourses.co.uk,0,102
https://www.reed.co.uk/courses/sports-nutrition-course/221454#/courses/writing?pageno=75,Sports Nutrition Course,Fitness_Nutrition,19,e-Careers.Lifestyle,100,0
https://www.reed.co.uk/courses/istqb-advanced-test-analyst-certificate--istqb-advanced-test-manager/81938#/courses/writing?pageno=121,ISTQB Advanced Test Analyst Certificate + ISTQB Advanced Test Manager,IT,599.8,Planit Software Training Limited,0,0
https://www.reed.co.uk/courses/essentials-of-dreamweaver-cs5/216858#/courses/writing?pageno=61,Essentials of Dreamweaver CS5 ,Design_Graphic design,10,1 Training,0,0
https://www.reed.co.uk/courses/apache-avro-online-training/254746#/courses/writing?pageno=67,Apache Avro Online Training,Business_Data analysis,10,EduCBA,1,0
https://www.reed.co.uk/courses/complete-python-beginners-bootcamp-python-deluxe-edition/260686#/courses/writing?pageno=123,Complete Python Beginners Bootcamp: Python Deluxe Edition,IT_Coding_Python,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/analytics-with-sas01--introduction-to-sas/253582#/courses/writing?pageno=53,Analytics with SAS:01 – Introduction to SAS,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/airbnb-a-practical-guide/68338#/courses/writing?pageno=85,AirBnb: A Practical Guide,Media studies,12,OfCourse,14,0
https://www.reed.co.uk/courses/pig--advanced-course/256349#/courses/writing?pageno=36,PIG – Advanced Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/ruby-fundamentals/231542#/courses/writing?pageno=145,Ruby Fundamentals,IT_Development_Software testing,29,1 Training,0,0
https://www.reed.co.uk/courses/bullying-in-the-workplace-course/233325#/courses/writing?pageno=125,Bullying in the Workplace Course,Personal development_Self esteem,16,Wappo Learning,0,0
https://www.reed.co.uk/courses/excel-vba-loops-if-function-series-2/261075#/courses/writing?pageno=57,Excel VBA LOOPS &amp; IF function Series 2,Office skills_Microsoft Office_Microsoft Excel,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/mastering-powerpoint-2016--beginner-to-advanced/237748#/courses/writing?pageno=130,Mastering PowerPoint 2016 – Beginner to Advanced ,Office skills_Microsoft Office_Microsoft PowerPoint,37,Study365,0,0
https://www.reed.co.uk/courses/comprehensive-java-online-training-bundle/236751#/courses/writing?pageno=77,Comprehensive Java Online Training Bundle,IT,14,EduCBA,2,0
https://www.reed.co.uk/courses/email-newsletters-and-ebulletins/218225#/courses/writing?pageno=22,Email newsletters and ebulletins,Marketing_Email marketing,562,Centre for Strategy and Communication Ltd,0,0
https://www.reed.co.uk/courses/cfa-level-210--portfolio-management-online-course/259020#/courses/writing?pageno=101,CFA Level 2:10 – Portfolio Management Online Course,Finance,99,EduCBA,0,0
https://www.reed.co.uk/courses/level-3-advanced-diploma-in-animal-care-career-with-official-certification/238972#/courses/writing?pageno=176,Level 3 Advanced Diploma in Animal Care Career with Official Certification,Animal care,129,Global Edulink,0,0
https://www.reed.co.uk/courses/introduction-to-hibernate-in-house-training/238453#/courses/writing?pageno=152,Introduction to Hibernate - In-house Training,IT,,StayAhead Training,0,0
https://www.reed.co.uk/courses/creative-thinking-and-innovation-cpd-certified/248861#/courses/writing?pageno=20,Creative Thinking and Innovation - CPD Certified,Personal development,10,Janets,4,0
https://www.reed.co.uk/courses/investment-management-an-introduction/230287#/courses/writing?pageno=142,Investment Management - an Introduction,Finance_Investment,738,BPP Professional Education,0,5
https://www.reed.co.uk/courses/cake-baking-decorating-frosting-training-course/242112#/courses/writing?pageno=59,"Cake Baking, Decorating &amp; Frosting Training Course",Hospitality &amp; catering_Food_Cake decorating,19,Course Gate,45,0
https://www.reed.co.uk/courses/the-easy-way-to-write-short-stories-that-sell-the-classic-course/257090#/courses/writing?pageno=11,The Easy Way To Write Short Stories That Sell - The Classic Course,Business_Entrepreneurship,157,Skill Success,0,0
https://www.reed.co.uk/courses/learn-to-blog-cpd-accredited-online-course/56438#/courses/writing?pageno=49,Learn to Blog CPD Accredited Online Course,"Admin, secretarial &amp; PA",110,Concise Training,3,0
https://www.reed.co.uk/courses/the-complete-modern-javascript-course-with-es6-2018/260786#/courses/writing?pageno=166,The Complete Modern Javascript Course with ES6 (2018),IT_Coding_JavaScript,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/dyslexia-awareness-dyslexia-therapist-cpd-certified-january-deal/77053#/courses/writing?pageno=27,Dyslexia Awareness (Dyslexia Therapist) - CPD Certified - January Deal,Teaching_SEN teaching assistant,10,International Open Academy,88,0
https://www.reed.co.uk/courses/financial-modeling-for-a-biotech-company-training-course/259433#/courses/writing?pageno=101,Financial Modeling for a Biotech Company Training Course,Finance,189,EduCBA,0,0
https://www.reed.co.uk/courses/aspnet-mvc-online-training/254970#/courses/writing?pageno=163,ASP.NET MVC Online Training,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/c-programming-fundamentals-online-training-course/227640#/courses/writing?pageno=141,C++ Programming Fundamentals Online Training Course,IT_Coding,19,Learning 247,0,0
https://www.reed.co.uk/courses/spring-framework-master-class-beginner-to-expert/261278#/courses/writing?pageno=122,Spring Framework Master Class - Beginner to Expert,IT_Coding_Java,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/total-training-for-adobe-dreamweaver-cs5-essentials/205698#/courses/writing?pageno=37,Total Training™ for Adobe&#174; Dreamweaver&#174; CS5: Essentials,IT_Development_Software engineering,134,Ed-Next (Consult +),0,0
https://www.reed.co.uk/courses/c-programming-comprehensive-training-bundle/203980#/courses/writing?pageno=52,C Programming Comprehensive Training Bundle,IT_Coding,71,Ed-Next (Consult +),1,0
https://www.reed.co.uk/courses/microsoft-excel-2013--intermediate/220760#/courses/writing?pageno=158,Microsoft Excel 2013 – Intermediate,Office skills_Microsoft Office_Microsoft Excel,12,Infinity Learning,0,0
https://www.reed.co.uk/courses/mta-database-fundamentals-introduction-to-sql-3-day-classroom-london-or-online/187857#/courses/writing?pageno=76,MTA Database Fundamentals (Introduction to SQL) 3-Day Classroom (London) or Online,Business_Data analysis,695,Robust IT Ltd,0,18
https://www.reed.co.uk/courses/ielts-preparation/261694#/courses/writing?pageno=40,IELTS Preparation,English,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/how-to-create-develop-your-personal-professional-brand/230230#/courses/writing?pageno=55,How to Create &amp; Develop Your Personal Professional Brand,Marketing,748.8,BPP Professional Education,0,0
https://www.reed.co.uk/courses/unfair-dismissal-an-overview-for-managers/231177#/courses/writing?pageno=69,Unfair Dismissal - An Overview for Managers,Management,42,BPP Professional Education,0,0
https://www.reed.co.uk/courses/certificate-in-event-planning-management-online-cpd-accredited-training-course/246310#/courses/writing?pageno=154,Certificate in Event Planning &amp; Management - Online CPD Accredited Training Course ,Management_Event management,49.99,Octrac consulting,0,0
https://www.reed.co.uk/courses/big-data-analytics-with-apache-spark-and-scala/226175#/courses/writing?pageno=81,Big Data Analytics with Apache Spark and Scala,Business_Data analysis,2856,Pairview Training,0,0
https://www.reed.co.uk/courses/english-level-2/75661#/courses/writing?pageno=31,English Level 2,Office skills,295,Learn Now,0,0
https://www.reed.co.uk/courses/writing-reports-and-proposals/232049#/courses/writing?pageno=5,Writing Reports and Proposals,Business_Business management,295,Churchill Square Training and Development,0,0
https://www.reed.co.uk/courses/web-applications-for-beginners-training-course/221023#/courses/writing?pageno=160,Web Applications for Beginners Training Course,Design_Web design,39,Learning 247,0,0
https://www.reed.co.uk/courses/learn-spanish-intermediate-level--practical-spanish-online-module-2-online-training/262166#/courses/writing?pageno=62,Learn Spanish Intermediate Level – Practical Spanish Online (Module #2) Online Training,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/staff-appraisal-skills/263058#/courses/writing?pageno=21,Staff Appraisal Skills,Personal development_Communication,10,Active Recruitment Ltd,0,0
https://www.reed.co.uk/courses/achieving-a-grade-9-in-gcse-english-language-and-literature/266218#/courses/writing?pageno=46,Achieving a Grade 9 in GCSE English Language and Literature,English,336,Dragonfly Training Limited,0,0
https://www.reed.co.uk/courses/javascript-advanced-power-up-your-code/264168#/courses/writing?pageno=143,JavaScript Advanced: Power Up Your Code,IT_Development_Web development,157,Skill Success,0,0
https://www.reed.co.uk/courses/level-5-certificate-in-teaching-english-as-a-foreign-language-tefl-the-tefl-academy/247301#/courses/writing?pageno=146,Level 5 Certificate in Teaching English as a Foreign Language (TEFL) (The TEFL Academy),Teaching_Education,950,London School of International Business,0,17
https://www.reed.co.uk/courses/level-2-certificate-in-adobe-cs3-masters-collection-bundle/222916#/courses/writing?pageno=161,Level 2 Certificate in Adobe CS3 Masters Collection Bundle,Design_Graphic design,39,Infinity Learning,0,0
https://www.reed.co.uk/courses/microsoft-excel-2013/203888#/courses/writing?pageno=175,Microsoft Excel 2013,IT,49,Career Match Training Ltd,0,0
https://www.reed.co.uk/courses/scala-programming-masterclass-online-training/257070#/courses/writing?pageno=24,Scala Programming Masterclass Online Training,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/certificate-in-fundamentals-of-supervision-and-management-ii-online-course/190439#/courses/writing?pageno=173,Certificate in Fundamentals of Supervision and Management II Online Course ,Management,299,Courses for Success,0,0
https://www.reed.co.uk/courses/microsoft-word-2010-mos-beginner-to-advanced-online-training/56679#/courses/writing?pageno=120,Microsoft Word 2010 (MOS) Beginner to Advanced Online Training,Office skills,37,Learning 247,2,0
https://www.reed.co.uk/courses/certificate-in-write-effective-web-content-online-course/191105#/courses/writing?pageno=16,Certificate in Write Effective Web Content Online Course,Design_Web design,299,Courses for Success,0,0
https://www.reed.co.uk/courses/research-writing-skills-level-2/189102#/courses/writing?pageno=7,Research Writing Skills - Level 2,Personal development,12,Global Edulink,10,0
https://www.reed.co.uk/courses/ilm-level-3-award-in-leadership-and-management-fast-track-course/56895#/courses/writing?pageno=139,ILM Level 3 Award in Leadership and Management - Fast Track Course,Personal development,1678.8,Hemsley Fraser,0,48
https://www.reed.co.uk/courses/oil-gas-sector-modeling01--financial-modeling-of-noble-energy-training-course/260403#/courses/writing?pageno=62,Oil &amp; Gas Sector Modeling:01 – Financial Modeling of Noble Energy Training Course,Finance,99,EduCBA,0,0
https://www.reed.co.uk/courses/professional-scrum-product-owner/251203#/courses/writing?pageno=118,Professional Scrum Product Owner,Project management,1434,JELLYFISH,0,2
https://www.reed.co.uk/courses/diploma-in-office-and-hr-management-level-4/251054#/courses/writing?pageno=80,Diploma in Office and HR Management - Level 4,HR,12,1 Training,1,0
https://www.reed.co.uk/courses/send-teaching-methods-and-literacy-in-schools-cpd-certificate-special-offer-39/173970#/courses/writing?pageno=107,SEND Teaching Methods and Literacy in Schools - CPD Certificate - Special Offer &#163;39,Teaching_Education,39,National Open College,29,0
https://www.reed.co.uk/courses/marketing-preparing-for-a-presentation/204657#/courses/writing?pageno=133,Marketing Preparing for a Presentation,Marketing,10,CPD Courses,0,0
https://www.reed.co.uk/courses/diploma-in-legal-secretary-training/222558#/courses/writing?pageno=24,Diploma in Legal Secretary Training ,Personal development,16,Infinity Learning,59,0
https://www.reed.co.uk/courses/fundamental-analysis-project--7--time-warner-online-training-course/259673#/courses/writing?pageno=53,Fundamental Analysis Project # 7 – Time Warner Online Training Course,Finance,189,EduCBA,0,0
https://www.reed.co.uk/courses/writing-reports-and-proposals-course/192919#/courses/writing?pageno=6,Writing Reports and Proposals Course,Business,23,Staff Training Solutions,8,0
https://www.reed.co.uk/courses/idm-professional-certificate-in-social-media-cert-socm/72676#/courses/writing?pageno=110,IDM Professional Certificate in Social Media (Cert SocM),Marketing_Analytics,1800,The IDM,0,91
https://www.reed.co.uk/courses/tefl-masters-level-4-course/96901#/courses/writing?pageno=122,TEFL Masters - Level 4 Course,Teaching,29,Oplex Careers,59,0
https://www.reed.co.uk/courses/entrepreneurship-motivational-psychology-for-entrepreneurs/189144#/courses/writing?pageno=130,Entrepreneurship: Motivational Psychology for Entrepreneurs,Business_Entrepreneurship,19,OfCourse,6,0
https://www.reed.co.uk/courses/business-skills/245645#/courses/writing?pageno=126,Business Skills,Business,159,Global Edulink,0,0
https://www.reed.co.uk/courses/make-up-artist-and-start-your-own-business-level-3/68552#/courses/writing?pageno=164,Make-up Artist and Start Your Own Business Level 3,Business,375,Online Learning College,0,0
https://www.reed.co.uk/courses/hands-on-hadoop-tame-the-big-data/240445#/courses/writing?pageno=76,Hands-on Hadoop - Tame the Big Data!,IT,10,EduCBA,0,0
https://www.reed.co.uk/courses/level-2-in-event-management/230766#/courses/writing?pageno=180,Level 2 in Event Management,Management,23,Staff Training Solutions,1,0
https://www.reed.co.uk/courses/online-how-to-write-a-method-statement-course/107573#/courses/writing?pageno=16,Online How to Write a Method Statement Course,Health &amp; care_Health and safety,19,Blue Mountain,11,0
https://www.reed.co.uk/courses/computer-science-101-cpd-accredited/241476#/courses/writing?pageno=88,Computer Science 101 - CPD Accredited,IT_Computer_Computer science,15,Course Gate,27,0
https://www.reed.co.uk/courses/python-game-development-create-a-flappy-bird-clone/246935#/courses/writing?pageno=133,Python Game Development - Create a Flappy Bird Clone,IT_Coding,37,Study365,0,0
https://www.reed.co.uk/courses/java-courses/247107#/courses/writing?pageno=42,Java Courses,IT,14,EduCBA,1,0
https://www.reed.co.uk/courses/fundamental-analysis-course--it-sector/237518#/courses/writing?pageno=20,Fundamental Analysis Course – IT Sector,Finance_Financial analysis,10,EduCBA,0,0
https://www.reed.co.uk/courses/creating-a-top-notch-talent-management-programme-course/198023#/courses/writing?pageno=153,Creating a Top-Notch Talent Management Programme Course,Management,30,CPD Courses,4,0
https://www.reed.co.uk/courses/fundamental-analysis-project--12--shopper-stop/253761#/courses/writing?pageno=119,Fundamental Analysis Project # 12 – Shopper Stop,Finance,17,EduCBA,0,0
https://www.reed.co.uk/courses/creative-thinking-and-innovation/232043#/courses/writing?pageno=106,Creative Thinking and Innovation,Business,295,Churchill Square Training and Development,0,1
https://www.reed.co.uk/courses/excel-vba-introduction-1-day-leading-to-cpd-certificate-milton-keynes/246262#/courses/writing?pageno=124,Excel VBA Introduction (1 Day) leading to CPD Certificate - Milton Keynes,IT_Coding,297.6,Infero Training Ltd,0,1
https://www.reed.co.uk/courses/public-speaking-and-presentations-bootcamp-pro-part-2-of-3/261190#/courses/writing?pageno=149,Public Speaking and Presentations Bootcamp Pro (Part 2 of 3),Personal development_Public Speaking,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/how-to-write-books-that-sell/190074#/courses/writing?pageno=9,How To Write Books That Sell,Business_Entrepreneurship,157,Skill Success,1,0
https://www.reed.co.uk/courses/business-writing-advanced-inhouse-training/223809#/courses/writing?pageno=12,Business Writing Advanced Inhouse Training,"Admin, secretarial &amp; PA_Minute taking",538.8,Activia Training,0,0
https://www.reed.co.uk/courses/the-fundamental-bootstrap-sql/245116#/courses/writing?pageno=63,The Fundamental Bootstrap - SQL ,IT_Coding_SQL,10,EduCBA,1,0
https://www.reed.co.uk/courses/write-and-publish-your-own-book/82394#/courses/writing?pageno=8,Write and publish your own book,English_Creative writing,397,Robelly Ltd,0,0
https://www.reed.co.uk/courses/secrets-to-making-close-friends/264744#/courses/writing?pageno=143,Secrets To Making Close Friends,Personal development_Mindfulness,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/protractor-jasmine-angular-js/225306#/courses/writing?pageno=22,Protractor &amp; Jasmine - Angular JS,Biology_Biotechnology,71,Ed-Next (Consult +),0,0
https://www.reed.co.uk/courses/nodejs-from-zero-to-web-apps/219490#/courses/writing?pageno=177,Node.js - From Zero to Web Apps,IT_Coding,300,Stone River eLearning,0,0
https://www.reed.co.uk/courses/dealing-with-stress-in-the-workplace-managers-guide/230987#/courses/writing?pageno=104,Dealing with stress in the workplace: manager’s guide,Management_Stress management,60,BPP Professional Education,0,0
https://www.reed.co.uk/courses/youtube-earn-money-without-filming/189644#/courses/writing?pageno=127,YouTube: Earn Money without Filming,Business_Entrepreneurship,157,Skill Success,17,0
https://www.reed.co.uk/courses/user-experience-design-and-testing-london-february-2019/238468#/courses/writing?pageno=114,User Experience Design and Testing (London) - February 2019,Business_Data analysis,1170,Imparture Limited,0,1
https://www.reed.co.uk/courses/startup-founders-guide-to-pitching-venture-capitals-for-funding/255406#/courses/writing?pageno=120,Startup Founder&#39;s Guide To Pitching Venture Capitals For Funding,Finance_Investment,157,Skill Success,0,0
https://www.reed.co.uk/courses/complete-investment-banking-training/236857#/courses/writing?pageno=89,Complete Investment Banking Training,Finance_Investment,669,EduCBA,0,0
https://www.reed.co.uk/courses/pmp--integration-management-online-training/251818#/courses/writing?pageno=137,PMP – Integration Management Online Training,Project management,99,EduCBA,0,0
https://www.reed.co.uk/courses/level-3-advertising-and-marketing-diploma-course-with-certification/229651#/courses/writing?pageno=180,Level 3 Advertising and Marketing Diploma Course - with Certification,Marketing_Advertising,22,Janets,5,0
https://www.reed.co.uk/courses/online-course-in-safety-in-the-workplace/219074#/courses/writing?pageno=66,Online Course in Safety in the Workplace ,Health &amp; care_Health and safety,18,Blue Mountain,0,0
https://www.reed.co.uk/courses/introduction-to-funeral-celebrancy/230604#/courses/writing?pageno=104,Introduction To Funeral Celebrancy,Personal development_Career development,795,The Academy Of Funeral Celebrants Ltd,0,10
https://www.reed.co.uk/courses/office-management-and-administration-diploma-cpd-accredited/233615#/courses/writing?pageno=27,Office Management and Administration Diploma -CPD Accredited,Office skills_Office Management,18,One Education,117,0
https://www.reed.co.uk/courses/level-2-certificate-in-customer-service-for-fashion-shops/220965#/courses/writing?pageno=159,Level 2 Certificate in Customer Service for Fashion Shops,Fashion &amp; Beauty_Beauty,29,Infinity Learning,3,0
https://www.reed.co.uk/courses/writing-reports-and-proposals-e-book/256122#/courses/writing?pageno=10,Writing Reports and Proposals - e-Book,Business_Business management_Report Writing,19.99,Fellows Training Ltd,0,0
https://www.reed.co.uk/courses/cipd-intermediate-certificate-in-hr-management-level-5-online/189054#/courses/writing?pageno=172,CIPD Intermediate Certificate in HR Management Level 5 (Online),HR_Leadership,2496,Watson Martin,0,52
https://www.reed.co.uk/courses/seo-analytics-strategies-content-marketing-tools/239576#/courses/writing?pageno=173,SEO Analytics Strategies- Content Marketing Tools,Marketing_SEO,99,EduCBA,8,0
https://www.reed.co.uk/courses/google-seo-course-level-4-diploma/51005#/courses/writing?pageno=163,Google SEO course (Level 4 Diploma),Marketing_Analytics,296.7,College of Media and Publishing,0,62
https://www.reed.co.uk/courses/c-programming--from-beginners-to-beyond-training-course/262489#/courses/writing?pageno=55,C++ Programming – From Beginners to Beyond Training Course,Business,14,EduCBA,0,0
https://www.reed.co.uk/courses/jquery-for-beginners-online-training-course/224568#/courses/writing?pageno=144,jQuery for Beginners Online Training Course,IT_Coding,19,Learning 247,0,0
https://www.reed.co.uk/courses/review-and-test-writing--in-company-training/266332#/courses/writing,Review and Test Writing – In-company training,English_Creative writing,1524,Content ETC,0,0
https://www.reed.co.uk/courses/business-administration-course-level-3-4-accredited-certification/218793#/courses/writing?pageno=42,Business Administration Course - Level 3 &amp; 4 Accredited Certification,"Admin, secretarial &amp; PA_Administration",19,eTeaching Academy,117,0
https://www.reed.co.uk/courses/behavioural-design-patterns-in-java/261280#/courses/writing?pageno=103,Behavioural Design Patterns in Java,IT_Coding_Java,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/vbas-and-macros--advanced/258406#/courses/writing?pageno=134,VBAs and Macros – Advanced,Finance,99,EduCBA,0,0
https://www.reed.co.uk/courses/seo-secrets-for-page-optimization/237438#/courses/writing?pageno=151,SEO Secrets for Page Optimization,Marketing_SEO,10,EduCBA,1,0
https://www.reed.co.uk/courses/kubernetes-and-docker-the-container-masterclass/261839#/courses/writing?pageno=180,Kubernetes and Docker: The Container Masterclass,IT_Development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/planning-for-workplace-safety/232076#/courses/writing?pageno=56,Planning for Workplace Safety,Health and safety,295,Churchill Square Training and Development,0,0
https://www.reed.co.uk/courses/advanced-writing-skills/265982#/courses/writing,Advanced Writing Skills,Personal development,100,Active Recruitment Ltd,0,0
https://www.reed.co.uk/courses/essential-elements-of-cover-letters-and-resumes/201488#/courses/writing?pageno=56,Essential Elements of Cover Letters and Resumes,Business_Customer service,10,CPD Courses,0,0
https://www.reed.co.uk/courses/train-the-trainer-developing-a-training-programme-inhouse-training/223805#/courses/writing?pageno=40,Train the Trainer: Developing a Training Programme Inhouse Training,Teaching_Train the trainer,538.8,Activia Training,0,1
https://www.reed.co.uk/courses/10-perfect-lead-magnet-ideas-for-fiction-authors/190859#/courses/writing?pageno=131,10 Perfect Lead Magnet Ideas for Fiction Authors,Marketing_Advertising,157,Skill Success,0,0
https://www.reed.co.uk/courses/information-system-and-security-course-bundle/227562#/courses/writing?pageno=162,Information System and Security Course Bundle ,IT_IT security,119,Global Edulink,0,0
https://www.reed.co.uk/courses/business-the-stages-of-report-writing/201551#/courses/writing?pageno=13,Business The Stages of Report Writing,Business_Business administration,10,CPD Courses,6,0
https://www.reed.co.uk/courses/certificate-in-romance-writing-online-course/190868#/courses/writing?pageno=7,Certificate in Romance Writing Online Course ,English_Creative writing,299,Courses for Success,0,0
https://www.reed.co.uk/courses/write-and-self-publish-a-bestselling-book-on-amazon/264258#/courses/writing?pageno=2,Write And Self-Publish A Bestselling Book On Amazon,Media studies_Publishing,29,Skill Success,0,0
https://www.reed.co.uk/courses/how-to-read-and-write-music/188463#/courses/writing?pageno=14,How To Read And Write Music,Performing arts_Music,29,Skill Success,11,0
https://www.reed.co.uk/courses/linkedin02--blog-online-training/258532#/courses/writing?pageno=100,LinkedIn:02 – Blog Online Training,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/ifrs/236746#/courses/writing?pageno=107,IFRS,Finance,10,EduCBA,0,0
https://www.reed.co.uk/courses/transform-your-life-and-rewrite-your-story/264261#/courses/writing?pageno=167,Transform Your Life And Rewrite Your Story,Health &amp; care_Psychology_Counselling,29,Skill Success,0,0
https://www.reed.co.uk/courses/mcsa-querying-microsoft-sql-server-2012/57674#/courses/writing?pageno=110,MCSA Querying Microsoft SQL Server 2012,Office skills,195,My Training Academy,0,19
https://www.reed.co.uk/courses/interior-design-level-3/68551#/courses/writing?pageno=178,Interior Design Level 3,Design_Interior design,225,Online Learning College,2,0
https://www.reed.co.uk/courses/valuation-project--2--hdil-online-training/255569#/courses/writing?pageno=54,Valuation Project # 2 – HDIL Online Training,Finance,189,EduCBA,0,0
https://www.reed.co.uk/courses/writing-for-the-web-distance-learning-cpd/256131#/courses/writing?pageno=14,Writing for the Web - Distance Learning CPD,Design_Web design,19.99,Fellows Training Ltd,0,0
https://www.reed.co.uk/courses/sap-hana-training/209710#/courses/writing?pageno=134,SAP HANA Training,IT_Big data,200,Uplatz,1,0
https://www.reed.co.uk/courses/campus-placement-essentials-online-training/256834#/courses/writing?pageno=100,Campus Placement Essentials Online Training,Personal development,99,EduCBA,0,0
https://www.reed.co.uk/courses/rapid-phantomjs-video/199608#/courses/writing?pageno=37,Rapid PhantomJS [Video],IT_Coding,39.58,Packt Publishing,0,0
https://www.reed.co.uk/courses/agilepm-foundation-project-management-training-course-includes-access-to-our-pm-library/219554#/courses/writing?pageno=136,AgilePM Foundation Project Management Training Course (Includes access to Our PM Library),Project management,,ITonlinelearning,0,1
https://www.reed.co.uk/courses/fundraising-diploma-course/200003#/courses/writing?pageno=32,Fundraising Diploma Course,Business_Entrepreneurship,49,Centre of Excellence,55,0
