courseLink,courseName,courseSubject,coursePrice,courseProvider,Purchase,Enquiry
https://www.reed.co.uk/courses/time-management-diploma/111619#/courses/writing?pageno=141,Time Management Diploma,Personal development,19,Elearn College,19,0
https://www.reed.co.uk/courses/cipd-intermediate-diploma-in-learning-and-development-level-5-online/189088#/courses/writing?pageno=172,CIPD Intermediate Diploma in Learning and Development Level 5 (Online),HR_Leadership,3006,Watson Martin,0,18
https://www.reed.co.uk/courses/diploma-in-bookkeeping-and-accounting--level-3/220914#/courses/writing?pageno=159,Diploma in Bookkeeping and Accounting – Level 3,Accountancy,19,Infinity Learning,17,0
https://www.reed.co.uk/courses/accounts-assistant-02-months-work-placement/191486#/courses/writing?pageno=173,Accounts Assistant (02 Months Work Placement),Accountancy,600,SKILLS ON LIMITED,0,72
https://www.reed.co.uk/courses/advanced-querying-microsoft-sql-server-with-transact-sql/238677#/courses/writing?pageno=114,Advanced Querying Microsoft SQL Server with Transact-SQL,IT_Coding_SQL,,StayAhead Training,0,0
https://www.reed.co.uk/courses/screenwriting-101/81897#/courses/writing?pageno=27,Screenwriting 101,Media studies,19,OfCourse,20,0
https://www.reed.co.uk/courses/legal-office-administration-course--microsoft-office-essentials-certificate-only-23/228313#/courses/writing?pageno=141,Legal Office Administration Course + Microsoft Office Essentials Certificate (Only &#163;23),"Admin, secretarial &amp; PA_Administration",21,Janets,20,0
https://www.reed.co.uk/courses/level-5-diploma-in-operations-and-departmental-management-rqf/259268#/courses/writing?pageno=88,Level 5 Diploma in Operations and Departmental Management (RQF),Project management,18,Courses For Jobs,0,0
https://www.reed.co.uk/courses/fitness-trainer-diploma/242878#/courses/writing?pageno=153,Fitness Trainer Diploma,Fitness_Personal trainer,95,eTrain,1,0
https://www.reed.co.uk/courses/teaching-literacy-in-schools-course/187495#/courses/writing?pageno=28,Teaching Literacy in Schools Course,English,19,Study with Excellence,83,0
https://www.reed.co.uk/courses/certificate-for-executive-personal-assistants-online-cpd-training-certification/208973#/courses/writing?pageno=155,Certificate for Executive &amp; Personal Assistants - Online CPD Training &amp; Certification,"Admin, secretarial &amp; PA",10,LearnPac Systems,6,0
https://www.reed.co.uk/courses/diploma-in-professional-report-writing-skills/221214#/courses/writing?pageno=5,Diploma in Professional Report Writing Skills ,Business_Business management_Report Writing,79,Infinity Learning,9,0
https://www.reed.co.uk/courses/nebosh-national-general-certificate/202752#/courses/writing?pageno=133,NEBOSH National General Certificate ,Health and safety,1650,Spire Training Services,1,0
https://www.reed.co.uk/courses/python-game-development--create-a-flappy-bird-clone-online-training-course/234550#/courses/writing?pageno=146,Python Game Development : Create a Flappy Bird Clone Online Training Course,IT_Coding,27,Learning 247,0,0
https://www.reed.co.uk/courses/python-program-101-online-training-course/255415#/courses/writing?pageno=74,Python Program 101 Online Training Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/child-psychology-level-3/76510#/courses/writing?pageno=164,Child Psychology Level 3,Health &amp; care_Child care,225,Online Learning College,0,31
https://www.reed.co.uk/courses/resume-writing-training-course/256837#/courses/writing?pageno=6,Resume Writing Training Course,Personal development,99,EduCBA,0,0
https://www.reed.co.uk/courses/tefl-level-2-3-and-4-bundle/81949#/courses/writing?pageno=49,"TEFL Level 2, 3 and 4 Bundle ",Teaching,49,Oplex Careers,101,0
https://www.reed.co.uk/courses/office-admin-diploma/131493#/courses/writing?pageno=22,Office Admin Diploma,Office skills,12,1 Training,207,0
https://www.reed.co.uk/courses/customer-service-training/187782#/courses/writing?pageno=37,Customer service training   ,Business_Customer service,99,Training Works,0,22
https://www.reed.co.uk/courses/ios-game-development-learn-design-and-video-game-industry-training-online/256233#/courses/writing?pageno=67,iOS Game Development- Learn Design and Video Game Industry Training Online ,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/web-design-how-to-build-a-responsive-author-website/129127#/courses/writing?pageno=20,Web Design: How to Build a Responsive Author Website,Design_Web design,29,OfCourse,1,0
https://www.reed.co.uk/courses/how-to-break-habits-and-master-new-ones/261586#/courses/writing?pageno=68,How To Break Habits and Master New Ones,Personal development_Mindfulness,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/hotel-receptionist-opera-pms-hotel-software/75169#/courses/writing?pageno=121,Hotel Receptionist &amp; Opera PMS Hotel Software,Travel &amp; tourism,719.1,Reception Academy,0,79
https://www.reed.co.uk/courses/public-speaking-powerful-public-speaking-training/237672#/courses/writing?pageno=151,Public Speaking - Powerful Public Speaking Training,Personal development_Public Speaking,14,EduCBA,0,0
https://www.reed.co.uk/courses/certificate-in-public-speaking-online-cpd-accredited-training-course/246471#/courses/writing?pageno=154,Certificate in Public Speaking - Online CPD Accredited Training Course,Job search skills_Career development,49.99,Octrac consulting,0,0
https://www.reed.co.uk/courses/essentials-of-abnormal-psychology/221335#/courses/writing?pageno=160,Essentials of Abnormal Psychology ,Sports_Sports psychology,39,Infinity Learning,2,0
https://www.reed.co.uk/courses/latex-a-z-from-beginner-to-advance-in-less-than-3-hour/261497#/courses/writing?pageno=111,LaTeX A-Z: from beginner to advance in less than 3 hour,IT_Coding,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/interview-skills-cpd-accredited-exam-and-certificate-included/188572#/courses/writing?pageno=129,Interview Skills CPD Accredited (EXAM AND CERTIFICATE INCLUDED) ,HR_Recruitment,19,Business Training World,3,0
https://www.reed.co.uk/courses/top-cv-writing-and-interview-secrets/127387#/courses/writing?pageno=11,Top CV Writing and Interview Secrets,Job search skills_Career development,10,1 Training,6,0
https://www.reed.co.uk/courses/wedding-planner-course/228124#/courses/writing?pageno=44,Wedding Planner Course,Management_Event management,10,Oxford Home Study College,138,0
https://www.reed.co.uk/courses/business-spanish-course/259645#/courses/writing?pageno=27,Business Spanish Course,Language,25,Secret World Of Languages,0,0
https://www.reed.co.uk/courses/brazilian-portuguese-all-you-need-to-learn-now/261325#/courses/writing?pageno=62,Brazilian Portuguese - All you need to learn now!,Language_Portuguese,10,Simpliv LLC,1,0
https://www.reed.co.uk/courses/diploma-of-teachers-aide-online/57469#/courses/writing?pageno=67,Diploma of Teachers Aide (Online),Teaching,,International Career Institute,0,147
https://www.reed.co.uk/courses/nebosh-national-general-certificate-online-course/72342#/courses/writing?pageno=75,NEBOSH National General Certificate Online Course,Health and safety,540,Wise Global Training Ltd,0,997
https://www.reed.co.uk/courses/certificate-in-team-coaching/210755#/courses/writing?pageno=84,Certificate in Team Coaching ,Business_Entrepreneurship,10,1 Training,0,0
https://www.reed.co.uk/courses/certificate-in-accelerated-weight-loss-training--in-just-1-week/230498#/courses/writing?pageno=142,Certificate in Accelerated Weight Loss Training – In Just 1 Week,Fitness_Nutrition,39,Study365,0,0
https://www.reed.co.uk/courses/never-be-lied-to-again-advanced-lie-detection-course/259976#/courses/writing?pageno=179,Never be Lied to Again: Advanced Lie Detection Course,Personal development_Life coaching,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/certificate-in-advanced-fiction-writing-online-course/190198#/courses/writing?pageno=8,Certificate in Advanced Fiction Writing Online Course,Art,299,Courses for Success,0,0
https://www.reed.co.uk/courses/oracle-database-12c-data-guard-in-house-training/238808#/courses/writing?pageno=182,Oracle Database 12c Data Guard - In-house Training,IT_Database,,StayAhead Training,0,0
https://www.reed.co.uk/courses/data-science-sql-for-marketers/82049#/courses/writing?pageno=101,Data Science: SQL for Marketers,Marketing,12,OfCourse,12,0
https://www.reed.co.uk/courses/advanced-diploma-in-office-administration-cpd-certified/230296#/courses/writing?pageno=23,Advanced Diploma in Office Administration - CPD Certified,Office skills,10,Janets,216,0
https://www.reed.co.uk/courses/wordpress-for-beginners-set-up-your-website-in-50-minutes/261690#/courses/writing?pageno=86,WordPress For Beginners - Set Up Your Website In 50 Minutes,IT_Coding_WordPress,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/sat-hero-reading/259893#/courses/writing?pageno=102,SAT HERO: Reading,Personal development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/learning-python-application-development/200428#/courses/writing?pageno=93,Learning Python Application Development,IT_Coding,29.98,Packt Publishing,0,0
https://www.reed.co.uk/courses/level-2-certificate-in-hr-and-payroll-management/220680#/courses/writing?pageno=158,Level 2 Certificate in HR and Payroll Management,HR_Leadership,16,Infinity Learning,0,0
https://www.reed.co.uk/courses/campaign-planning/233499#/courses/writing?pageno=125,Campaign Planning,Marketing,718.8,The IDM,0,0
https://www.reed.co.uk/courses/customer-service-level-2-certificate/80412#/courses/writing?pageno=88,Customer Service - Level 2 Certificate ,Business_Customer service,12,Global Edulink,17,0
https://www.reed.co.uk/courses/strategic-planning-course/197964#/courses/writing?pageno=153,Strategic Planning Course,Management,25,CPD Courses,7,0
https://www.reed.co.uk/courses/accountancy-course/98142#/courses/writing?pageno=179,Accountancy Course,Accountancy,22,Oxford Home Study College,83,0
https://www.reed.co.uk/courses/40-teyl-teach-english-to-young-learners-course/56971#/courses/writing?pageno=67,40 TEYL (Teach English to Young Learners) Course,English,59,Global TEFL,78,0
https://www.reed.co.uk/courses/admin-secretarial-pa-diploma-level-5/255100#/courses/writing?pageno=24,"Admin, Secretarial &amp; PA Diploma Level 5","Admin, secretarial &amp; PA",10,Course Gate,32,0
https://www.reed.co.uk/courses/analytics-with-sas02--working-with-data-online-training/258410#/courses/writing?pageno=35,Analytics with SAS:02 – Working with Data Online Training,Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/julia-programming-language-online-training-course/236341#/courses/writing?pageno=45,Julia Programming Language Online Training Course,IT_Coding,27,Learning 247,0,0
https://www.reed.co.uk/courses/aws-certified-developer-associate-tutorial-step-2-video/195106#/courses/writing?pageno=55,AWS Certified Developer - Associate Tutorial - Step 2 [Video],IT_Development,105.06,Packt Publishing,0,0
https://www.reed.co.uk/courses/developing-applications-with-java-ee-in-house-training/238143#/courses/writing?pageno=56,Developing Applications with Java EE - In-house Training,IT_Coding_Java,,StayAhead Training,0,0
https://www.reed.co.uk/courses/creating-a-dynamite-job-portfolio-course/198021#/courses/writing?pageno=83,Creating a Dynamite Job Portfolio Course,Job search skills,25,CPD Courses,0,0
https://www.reed.co.uk/courses/fundamental-analysis-project--7--time-warner-online-training/255119#/courses/writing?pageno=38,Fundamental Analysis Project # 7 – Time Warner Online Training ,Finance,17,EduCBA,0,0
https://www.reed.co.uk/courses/learn-spanish-intermediate-level--practical-spanish-online-training-module-2/256812#/courses/writing?pageno=85,Learn Spanish Intermediate Level – Practical Spanish Online Training (Module #2),Business,99,EduCBA,0,0
https://www.reed.co.uk/courses/python-programming-from-beginner-to-intermediate--twitter-sentiment-analysis-in-python/250443#/courses/writing?pageno=135,Python Programming: From Beginner to Intermediate + Twitter Sentiment Analysis in Python ,Design_Web design,49,Infinity Learning,4,0
https://www.reed.co.uk/courses/business-introduction-to-strategic-planning/230787#/courses/writing?pageno=143,Business Introduction to Strategic Planning,Business,10,CPD Courses,0,0
https://www.reed.co.uk/courses/writing-for-the-web--elearning-course/266337#/courses/writing,Writing for the Web – Elearning course,English_Writing,23.99,Content ETC,0,0
https://www.reed.co.uk/courses/web-development-training-module-1--php-for-web-development-training-course/257278#/courses/writing?pageno=72,Web Development Training (Module #1) – PHP for Web Development Training Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/cmi-leadership-and-management-level-4-diploma/241761#/courses/writing?pageno=82,CMI - Leadership and Management Level 4 Diploma,Management_Leadership &amp; management,,Acudemy,0,9
https://www.reed.co.uk/courses/business-communication-bundle/189540#/courses/writing?pageno=79,Business Communication Bundle,Business_Customer service,29,OfCourse,3,0
https://www.reed.co.uk/courses/minute-taking-certificate-training-course/221601#/courses/writing?pageno=38,Minute Taking Certificate Training Course,"Admin, secretarial &amp; PA_Minute taking",39,Learning 247,52,0
https://www.reed.co.uk/courses/microsoft-access-2013-beginner/231365#/courses/writing?pageno=144,Microsoft Access 2013 Beginner ,Office skills_Microsoft Office_Microsoft Access,29,1 Training,1,0
https://www.reed.co.uk/courses/comptia-cloud-intermediate/231510#/courses/writing?pageno=144,CompTIA Cloud+ Intermediate ,IT_Computer_Computer science,49,1 Training,0,0
https://www.reed.co.uk/courses/financial-modeling-of-siemens-ag-online-training/255464#/courses/writing?pageno=99,Financial Modeling of Siemens AG Online Training,Finance,149,EduCBA,0,0
https://www.reed.co.uk/courses/building-structures-in-italian-structure-1/262576#/courses/writing?pageno=142,Building Structures In Italian - Structure 1,Language_Italian,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/web-essentials-course-bundle-adobe-cs5/215248#/courses/writing?pageno=135,Web Essentials Course Bundle - Adobe CS5 ,Design_Graphic design,39,1 Training,0,0
https://www.reed.co.uk/courses/software-testing-case-writing/251335#/courses/writing?pageno=13,Software Testing Case Writing,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/teaching-english-online-cpd-certified-new-course-offer/264644#/courses/writing?pageno=41,Teaching English Online - CPD Certified - New Course Offer!,Language_TESOL,12,International Open Academy,11,0
https://www.reed.co.uk/courses/planning-for-workplace-safety-course/209919#/courses/writing?pageno=52,Planning for Workplace Safety Course,Health &amp; care_Health and safety,19,Blue Mountain,0,0
https://www.reed.co.uk/courses/arduino-how-to-make-an-obstacle-avoiding-robot/262659#/courses/writing?pageno=55,Arduino: How To Make An Obstacle Avoiding Robot,Engineering_Robotics,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/bash-scripting-and-shell-programming-linux-command-line/262701#/courses/writing?pageno=62,Bash Scripting And Shell Programming (Linux Command Line),Language,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/business-administration-level-4/223343#/courses/writing?pageno=177,Business Administration Level 4,Business_Business administration,20,Brentwood Open learning College,24,0
https://www.reed.co.uk/courses/become-a-professional-app-developer-bundle/97062#/courses/writing?pageno=34,Become a Professional App Developer Bundle,IT_Development,300,Stone River eLearning,2,0
https://www.reed.co.uk/courses/perl-programming-in-house-training/238473#/courses/writing?pageno=60,Perl Programming - In-house Training,IT,,StayAhead Training,0,0
https://www.reed.co.uk/courses/level-2-certificate-in-high-impact-communication/221133#/courses/writing?pageno=48,Level 2 Certificate in High Impact Communication,Project management,12,Infinity Learning,0,0
https://www.reed.co.uk/courses/languages-japanese-masterclass-reading-writing-conversation/97361#/courses/writing?pageno=16,"Languages: Japanese Masterclass - Reading, Writing &amp; Conversation",Language_Japanese,29,OfCourse,23,0
https://www.reed.co.uk/courses/report-writing-skills/187797#/courses/writing?pageno=10,Report writing skills   ,Business_Business management,99,Training Works,0,0
https://www.reed.co.uk/courses/diploma-in-office-management-level-4/251047#/courses/writing?pageno=80,Diploma in Office Management - Level 4,Management,12,1 Training,0,0
https://www.reed.co.uk/courses/safeguarding-officer-training-level-3-cpd-accredited/247407#/courses/writing?pageno=109,Safeguarding Officer Training Level 3 - CPD Accredited,Health and safety,16,One Education,35,0
https://www.reed.co.uk/courses/fundamentals-of-java-programming/219561#/courses/writing?pageno=20,Fundamentals of Java Programming,IT_Coding_Java,300,Stone River eLearning,1,0
https://www.reed.co.uk/courses/company-secretary-training-course-cpd-accredited/259615#/courses/writing?pageno=58,Company Secretary Training Course - CPD Accredited,"Admin, secretarial &amp; PA",19,Course Gate,1,0
https://www.reed.co.uk/courses/office-administration-secretarial-diploma-level-3/223402#/courses/writing?pageno=32,Office Administration &amp; Secretarial Diploma Level 3  ,"Admin, secretarial &amp; PA",39,Study365,56,0
https://www.reed.co.uk/courses/microsoft-excel-2013--beginner-to-advanced/220773#/courses/writing?pageno=158,Microsoft Excel 2013 – Beginner to Advanced ,Office skills_Microsoft Office_Microsoft Excel,12,Infinity Learning,3,0
https://www.reed.co.uk/courses/hp-ux-shell-programming/238885#/courses/writing?pageno=32,HP-UX Shell Programming,IT,1020,StayAhead Training,0,0
https://www.reed.co.uk/courses/minute-taking-made-simple/4661#/courses/writing?pageno=72,Minute Taking Made Simple,Personal development_Time management,778.8,Hemsley Fraser,0,34
https://www.reed.co.uk/courses/valuation-project--6--cipla/253790#/courses/writing?pageno=38,Valuation Project # 6 – Cipla,Finance,17,EduCBA,0,0
https://www.reed.co.uk/courses/executive-secretarial-pa-course/82333#/courses/writing?pageno=23,Executive Secretarial &amp; PA Course,"Admin, secretarial &amp; PA",29,Study365,"1,178",0
https://www.reed.co.uk/courses/python-certification-training-for-data-science-data-analysis-simpliv/258822#/courses/writing?pageno=73,Python Certification training for Data Science &amp; Data Analysis - Simpliv,IT_Coding_Python,245.19,Simpliv LLC,0,0
https://www.reed.co.uk/courses/writing-for-the-web/212016#/courses/writing?pageno=4,Writing for the Web ,Business_Business administration,16,Wappo Learning,13,0
https://www.reed.co.uk/courses/admin-secretarial-pa-level-3/243836#/courses/writing?pageno=29,"Admin, secretarial &amp; PA Level 3","Admin, secretarial &amp; PA",10,UK Professional Development Academy LTD,100,0
https://www.reed.co.uk/courses/swift-programming-for-beginners/222504#/courses/writing?pageno=82,Swift Programming for Beginners,IT,30,e-Careers.Lifestyle,0,0
https://www.reed.co.uk/courses/level-3-certificate-in-assessing-vocational-achievement-rqf/213082#/courses/writing?pageno=96,Level 3 Certificate in Assessing Vocational Achievement (RQF),Teaching_NVQ assessor,499.99,World Pro Academy,5,0
https://www.reed.co.uk/courses/level-2-certificate-in-acrobat-7-professional/220743#/courses/writing?pageno=158,Level 2 Certificate in Acrobat 7 Professional,Design,29,Infinity Learning,0,0
https://www.reed.co.uk/courses/how-to-format-your-ebook/226422#/courses/writing?pageno=168,How To Format Your eBook,Media studies,157,Skill Success,0,0
https://www.reed.co.uk/courses/business-analytics-using-sas-beginners--business-analytics-courses-online-training/254978#/courses/writing?pageno=98,Business Analytics using SAS Beginners | Business Analytics Courses Online Training,IT,14,EduCBA,0,0
https://www.reed.co.uk/courses/diploma-in-administrative-skills-level-5/245461#/courses/writing?pageno=50,Diploma in Administrative Skills  (Level 5),"Admin, secretarial &amp; PA_Administration",18.99,UK Professional Development Academy LTD,1,0
https://www.reed.co.uk/courses/thoughts-are-things-apply-the-mindset-to-grow-rich/261356#/courses/writing?pageno=166,Thoughts Are Things - Apply The Mindset to Grow Rich,Personal development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/big-data-analytics-with-apache-spark/230816#/courses/writing?pageno=86,Big Data Analytics with Apache Spark,Business_Data analysis,1428,Pairview Training,0,2
https://www.reed.co.uk/courses/typescript-2x/237416#/courses/writing?pageno=90,TypeScript 2.x,IT_Coding_JavaScript,10,EduCBA,0,0
https://www.reed.co.uk/courses/the-speak-up-at-work-program/264742#/courses/writing?pageno=143,The Speak Up At Work Program,Personal development_Career development,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/business-communication-level-3/214123#/courses/writing?pageno=21,Business Communication Level 3,Business,10,Brentwood Open learning College,0,0
https://www.reed.co.uk/courses/java-object-oriented-programming-concepts-integrated-course/198804#/courses/writing?pageno=92,Java: Object-Oriented Programming Concepts [Integrated Course],IT_Coding_Java,123.58,Packt Publishing,1,0
https://www.reed.co.uk/courses/microsoft-word-2013-beginner/231413#/courses/writing?pageno=168,Microsoft Word 2013 Beginner ,Office skills_Microsoft Office_Microsoft Word,29,1 Training,0,0
https://www.reed.co.uk/courses/introduction-to-programming-video/195057#/courses/writing?pageno=80,Introduction to Programming [Video],IT_Coding,168.3,Packt Publishing,0,0
https://www.reed.co.uk/courses/careers-with-animals-cpd-certified-january-deal/216728#/courses/writing?pageno=87,Careers with Animals - CPD Certified - January Deal,Animal care,12,International Open Academy,14,0
https://www.reed.co.uk/courses/personal-fitness-trainer-course/67694#/courses/writing?pageno=139,Personal Fitness Trainer Course,Fitness_Fitness instructor,49,Centre of Excellence,70,0
https://www.reed.co.uk/courses/executive-pa-cpd-accredited/267096#/courses/writing?pageno=87,Executive PA - CPD Accredited ,"Admin, secretarial &amp; PA_Administration",14,One Education,0,0
https://www.reed.co.uk/courses/voice-coaching-for-confidence/82295#/courses/writing?pageno=75,Voice Coaching For Confidence,Health &amp; care_Care_Speech therapy,15,OfCourse,57,0
https://www.reed.co.uk/courses/business-writing-course-level-4-diploma/31688#/courses/writing?pageno=8,Business writing course (Level 4 Diploma),"Admin, secretarial &amp; PA_Administration",296.7,College of Media and Publishing,0,17
https://www.reed.co.uk/courses/aurelia-js-training-online-course/257226#/courses/writing?pageno=72,Aurelia JS Training Online Course,IT,99,EduCBA,0,0
https://www.reed.co.uk/courses/ethical-hackingbeginner-guide-to-web-application-pentesting/260164#/courses/writing?pageno=102,Ethical Hacking:Beginner Guide To Web Application Pentesting,IT_Coding_Cyber Security,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/advance-diploma-in-business-management/242410#/courses/writing?pageno=115,Advance Diploma in Business Management,Business,1500,London School of International Business,0,7
https://www.reed.co.uk/courses/power-bi-training-introduction-central-london/238681#/courses/writing?pageno=20,Power BI Training Introduction Central London,IT_Big data,900,G Com Solutions Limited,0,0
https://www.reed.co.uk/courses/leadership-people-management-diploma/266491#/courses/writing?pageno=79,Leadership &amp; People Management Diploma,HR_Leadership,29,UK Professional Development Academy LTD,1,0
https://www.reed.co.uk/courses/certified-associate-in-project-management-capm/180383#/courses/writing?pageno=129,Certified Associate in Project Management (CAPM),Project management,149,StudyOnline247,10,0
https://www.reed.co.uk/courses/diploma-in-office-admin-and-reception-level-3/72230#/courses/writing?pageno=26,Diploma in Office Admin and Reception - Level 3,Office skills,69,Global Edulink,601,0
https://www.reed.co.uk/courses/crowdfunding-confidential/97333#/courses/writing?pageno=102,Crowdfunding Confidential,Business,12,OfCourse,4,0
https://www.reed.co.uk/courses/level-3-diploma-in-entrepreneurial-thinking/222263#/courses/writing?pageno=161,Level 3 Diploma in Entrepreneurial Thinking,Business_Business development,24,Infinity Learning,0,0
https://www.reed.co.uk/courses/diploma-in-office-management--level-4-certification/245820#/courses/writing?pageno=108,Diploma in Office Management – Level 4 Certification,Office skills,119,Study365,0,0
https://www.reed.co.uk/courses/python-for-data-science-and-visualization/259370#/courses/writing?pageno=50,Python for Data Science and Visualization,IT_Business analysis,12,ALEAP Knowledge Services Ltd,7,0
https://www.reed.co.uk/courses/how-to-make-money-with-copywriting/201772#/courses/writing?pageno=18,How To Make Money with Copywriting,English_Creative writing,29,Skill Success,6,0
https://www.reed.co.uk/courses/it-security-analyst/187257#/courses/writing?pageno=113,IT Security Analyst,IT_IT security,149,StudyOnline247,13,0
https://www.reed.co.uk/courses/istqb-advanced-test-analyst-certificate/196108#/courses/writing?pageno=115,ISTQB Advanced Test Analyst Certificate,IT_Development_Software testing,598.8,Planit Software Training Limited,1,0
https://www.reed.co.uk/courses/agilepm-foundation-course-including-exam-includes-access-to-our-pm-library/241965#/courses/writing?pageno=70,AgilePM Foundation Course Including Exam (Includes access to Our PM Library),Project management,,ITonlinelearning,0,0
https://www.reed.co.uk/courses/70-647-windows-server-enterprise-administration/231430#/courses/writing?pageno=144,70-647 Windows Server Enterprise Administration ,IT_IT support,49,1 Training,0,0
https://www.reed.co.uk/courses/vmware-vsphere-60-ultimate-bootcamp/231530#/courses/writing?pageno=145,VMware vSphere 6.0 Ultimate Bootcamp ,IT_IT support,29,1 Training,12,0
https://www.reed.co.uk/courses/music-composition-techniques-2-tension-and-release/202910#/courses/writing?pageno=133,Music Composition Techniques 2: Tension And Release,Management_Music management,157,Skill Success,1,0
https://www.reed.co.uk/courses/advanced-vbas-and-macros-course/237899#/courses/writing?pageno=90,Advanced VBAs and Macros Course,Business_Microsoft Office,10,EduCBA,0,0
https://www.reed.co.uk/courses/teaching-literacy-in-schools-accredited-course-only-19-special-offer-enrol-today/218939#/courses/writing?pageno=109,Teaching Literacy in Schools Accredited Course - Only &#163;19 Special Offer - Enrol Today!,Teaching,19,eTeaching Academy,11,0
https://www.reed.co.uk/courses/business-administration/97899#/courses/writing?pageno=42,Business Administration ,Business,10,Oxford Home Study College,403,0
https://www.reed.co.uk/courses/copywriting-blunders-do-you-make-these-10-common-mistakes/260103#/courses/writing?pageno=26,Copywriting Blunders: Do You Make these 10 Common Mistakes?,Marketing_Content marketing,10,Simpliv LLC,0,0
https://www.reed.co.uk/courses/oracle-pl-sql-stored-program-units/238602#/courses/writing?pageno=64,Oracle PL/SQL Stored Program Units,IT_Database,1620,StayAhead Training,0,0
https://www.reed.co.uk/courses/mastering-storytelling-for-all/221000#/courses/writing?pageno=80,Mastering Storytelling for All ,Marketing_Content marketing,29,Infinity Learning,0,0
https://www.reed.co.uk/courses/learn-pascal-programming-from-scratch-online-training-course/224486#/courses/writing?pageno=62,Learn Pascal Programming from Scratch Online Training Course,IT_Coding,19,Learning 247,0,0
https://www.reed.co.uk/courses/course-bundle-accounting-diploma-level/221269#/courses/writing?pageno=177,Course Bundle - Accounting (Diploma Level) ,Accountancy_Accounting,129,Infinity Learning,3,0
https://www.reed.co.uk/courses/cache-level-3-award-in-preparing-to-work-in-home-based-childcare/57606#/courses/writing?pageno=163,CACHE Level 3 Award in Preparing to Work in Home-based Childcare,Teaching,250,Online Learning College,0,226
https://www.reed.co.uk/courses/keras-python-and-deep-learning-for-sentiment-analysis/258656#/courses/writing?pageno=46,"Keras, Python And Deep Learning For Sentiment Analysis",IT_Coding_Python,29,Skill Success,0,0
https://www.reed.co.uk/courses/microsoft-project-2013-training/202730#/courses/writing?pageno=94,Microsoft&#174; Project 2013 Training,IT,72,KnowledgeHut,0,0
https://www.reed.co.uk/courses/business-english/192185#/courses/writing?pageno=37,Business English,English,516,College of Contract Management,1,0
https://www.reed.co.uk/courses/fantasy-story-writing-level-3-cpd-accredited-course/96904#/courses/writing?pageno=12,Fantasy Story Writing - Level 3 CPD Accredited Course,English,14,Oplex Careers,12,0
https://www.reed.co.uk/courses/level-2-certificate-in-gardening-and-landscaping/220996#/courses/writing?pageno=30,Level 2 Certificate in Gardening and Landscaping,Construction_Garden design,12,Infinity Learning,88,0
https://www.reed.co.uk/courses/diploma-in-business-management-level-3/251886#/courses/writing?pageno=177,Diploma in Business Management - Level 3,Management,56,South London College,0,0
https://www.reed.co.uk/courses/linkedin02--blog-training-course/262227#/courses/writing?pageno=73,LinkedIn:02 – Blog Training Course,Business,10,EduCBA,0,0
https://www.reed.co.uk/courses/vectorworks-and-sketchup-help-in-interior-design-projects/198698#/courses/writing?pageno=92,Vectorworks and Sketchup Help in Interior Design projects,Design_Interior design,33,Real Animation Works Limited,0,13
https://www.reed.co.uk/courses/jquery-for-beginners/219513#/courses/writing?pageno=157,jQuery for Beginners,IT_Coding,300,Stone River eLearning,0,0
https://www.reed.co.uk/courses/certificate-in-internet-writing-online-course/190534#/courses/writing?pageno=7,Certificate in Internet Writing  Online Course,English_Creative writing,299,Courses for Success,0,0
https://www.reed.co.uk/courses/introduction-to-test-automation-using-specflow/250675#/courses/writing?pageno=66,Introduction to Test automation using specflow,IT_Development_Software testing,149.99,Test Perfect Limited,0,0
https://www.reed.co.uk/courses/mean-stack-training-6-courses-2-projects/264221#/courses/writing?pageno=143,"Mean Stack Training (6 Courses, 2+ Projects)",IT,559,EduCBA,0,0
https://www.reed.co.uk/courses/certificate-in-acupressure--yang-meridians/230508#/courses/writing?pageno=167,Certificate in Acupressure – Yang Meridians,Health &amp; care_Alternative medicine_Acupressure,39,Study365,0,0
https://www.reed.co.uk/courses/mastering-business-mathematics/221363#/courses/writing?pageno=137,Mastering Business Mathematics ,Business_Business management,24,Infinity Learning,0,0
https://www.reed.co.uk/courses/valuation-project--8--educomp-online-training-course/261119#/courses/writing?pageno=49,Valuation Project # 8 – Educomp Online Training Course,Finance,189,EduCBA,0,0
https://www.reed.co.uk/courses/java-ee-j2ee-javaserver-pages-jsp/239997#/courses/writing?pageno=64,Java EE/J2EE - JavaServer Pages (JSP),IT,10,EduCBA,0,0
